country,continent,year,lifeExp,pop,gdpPercap
Egypt,Africa,1962,46.992,28173309.0,1693.335853
Egypt,Africa,1967,49.293,31681188.0,1814.880728
Egypt,Africa,1972,51.137,34807417.0,2024.0081469999998
Egypt,Africa,1977,53.318999999999996,38783863.0,2785.493582
Egypt,Africa,1982,56.006,45681811.0,3503.729636
Egypt,Africa,1987,59.797,52799062.0,3885.4607100000003
Egypt,Africa,1992,63.674,59402198.0,3794.755195
Egypt,Africa,1997,67.217,66134291.0,4173.181797
Egypt,Africa,2002,69.806,73312559.0,4754.604414
Egypt,Africa,2007,71.33800000000001,80264543.0,5581.180998
El Salvador,Americas,1952,45.262,2042865.0,3048.3029
El Salvador,Americas,1957,48.57,2355805.0,3421.523218
El Salvador,Americas,1962,52.306999999999995,2747687.0,3776.8036270000002
El Salvador,Americas,1967,55.855,3232927.0,4358.595393
El Salvador,Americas,1972,58.207,3790903.0,4520.246008
El Salvador,Americas,1977,56.696000000000005,4282586.0,5138.922374
El Salvador,Americas,1982,56.604,4474873.0,4098.344175
El Salvador,Americas,1987,63.153999999999996,4842194.0,4140.442097
El Salvador,Americas,1992,66.798,5274649.0,4444.2317
El Salvador,Americas,1997,69.535,5783439.0,5154.825496
El Salvador,Americas,2002,70.734,6353681.0,5351.568665999999
El Salvador,Americas,2007,71.878,6939688.0,5728.353514
Equatorial Guinea,Africa,1952,34.482,216964.0,375.6431231
Equatorial Guinea,Africa,1957,35.983000000000004,232922.0,426.0964081
Equatorial Guinea,Africa,1962,37.485,249220.0,582.8419713999999
Equatorial Guinea,Africa,1967,38.986999999999995,259864.0,915.5960025
Equatorial Guinea,Africa,1972,40.516,277603.0,672.4122571
Equatorial Guinea,Africa,1977,42.023999999999994,192675.0,958.5668124
Equatorial Guinea,Africa,1982,43.662,285483.0,927.8253427000001
Equatorial Guinea,Africa,1987,45.663999999999994,341244.0,966.8968149
Equatorial Guinea,Africa,1992,47.545,387838.0,1132.055034
Equatorial Guinea,Africa,1997,48.245,439971.0,2814.480755
Equatorial Guinea,Africa,2002,49.348,495627.0,7703.4959
Equatorial Guinea,Africa,2007,51.57899999999999,551201.0,12154.08975
Eritrea,Africa,1952,35.928000000000004,1438760.0,328.94055710000004
Eritrea,Africa,1957,38.047,1542611.0,344.16188589999996
Eritrea,Africa,1962,40.158,1666618.0,380.99584330000005
Eritrea,Africa,1967,42.18899999999999,1820319.0,468.7949699
Eritrea,Africa,1972,44.141999999999996,2260187.0,514.3242081999999
Eritrea,Africa,1977,44.535,2512642.0,505.7538077
Eritrea,Africa,1982,43.89,2637297.0,524.8758493
Eritrea,Africa,1987,46.453,2915959.0,521.1341333
Eritrea,Africa,1992,49.99100000000001,3668440.0,582.8585102000001
Eritrea,Africa,1997,53.378,4058319.0,913.4707900000001
Eritrea,Africa,2002,55.24,4414865.0,765.3500015
Eritrea,Africa,2007,58.04,4906585.0,641.3695236000001
Ethiopia,Africa,1952,34.078,20860941.0,362.1462796
Ethiopia,Africa,1957,36.667,22815614.0,378.90416319999997
Ethiopia,Africa,1962,40.059,25145372.0,419.4564161
Ethiopia,Africa,1967,42.115,27860297.0,516.1186438
Ethiopia,Africa,1972,43.515,30770372.0,566.2439442000001
Ethiopia,Africa,1977,44.51,34617799.0,556.8083834
Ethiopia,Africa,1982,44.916000000000004,38111756.0,577.8607471
Ethiopia,Africa,1987,46.684,42999530.0,573.7413142000001
Ethiopia,Africa,1992,48.091,52088559.0,421.3534653
Ethiopia,Africa,1997,49.402,59861301.0,515.8894013
Ethiopia,Africa,2002,50.725,67946797.0,530.0535319
Ethiopia,Africa,2007,52.946999999999996,76511887.0,690.8055759
Finland,Europe,1952,66.55,4090500.0,6424.519071
Finland,Europe,1957,67.49,4324000.0,7545.415386
Finland,Europe,1962,68.75,4491443.0,9371.842561
Finland,Europe,1967,69.83,4605744.0,10921.63626
Finland,Europe,1972,70.87,4639657.0,14358.8759
Finland,Europe,1977,72.52,4738902.0,15605.422830000001
Finland,Europe,1982,74.55,4826933.0,18533.15761
Finland,Europe,1987,74.83,4931729.0,21141.01223
Finland,Europe,1992,75.7,5041039.0,20647.16499
Finland,Europe,1997,77.13,5134406.0,23723.9502
Finland,Europe,2002,78.37,5193039.0,28204.59057
Finland,Europe,2007,79.313,5238460.0,33207.0844
France,Europe,1952,67.41,42459667.0,7029.809327
France,Europe,1957,68.93,44310863.0,8662.834898000001
France,Europe,1962,70.51,47124000.0,10560.48553
France,Europe,1967,71.55,49569000.0,12999.91766
France,Europe,1972,72.38,51732000.0,16107.19171
France,Europe,1977,73.83,53165019.0,18292.635140000002
France,Europe,1982,74.89,54433565.0,20293.89746
France,Europe,1987,76.34,55630100.0,22066.44214
France,Europe,1992,77.46,57374179.0,24703.79615
France,Europe,1997,78.64,58623428.0,25889.78487
France,Europe,2002,79.59,59925035.0,28926.032339999998
France,Europe,2007,80.657,61083916.0,30470.0167
Gabon,Africa,1952,37.003,420702.0,4293.476475
Gabon,Africa,1957,38.999,434904.0,4976.198099
Gabon,Africa,1962,40.489000000000004,455661.0,6631.4592219999995
Gabon,Africa,1967,44.598,489004.0,8358.761987
Gabon,Africa,1972,48.69,537977.0,11401.948409999999
Gabon,Africa,1977,52.79,706367.0,21745.57328
Gabon,Africa,1982,56.56399999999999,753874.0,15113.36194
Gabon,Africa,1987,60.19,880397.0,11864.408440000001
Gabon,Africa,1992,61.36600000000001,985739.0,13522.157519999999
Gabon,Africa,1997,60.461000000000006,1126189.0,14722.841880000002
Gabon,Africa,2002,56.761,1299304.0,12521.71392
Gabon,Africa,2007,56.735,1454867.0,13206.48452
Gambia,Africa,1952,30.0,284320.0,485.2306591
Gambia,Africa,1957,32.065,323150.0,520.9267111
Gambia,Africa,1962,33.896,374020.0,599.650276
Gambia,Africa,1967,35.857,439593.0,734.7829124
Gambia,Africa,1972,38.308,517101.0,756.0868363
Gambia,Africa,1977,41.842,608274.0,884.7552507000001
Gambia,Africa,1982,45.58,715523.0,835.8096107999999
Gambia,Africa,1987,49.265,848406.0,611.6588611000001
Gambia,Africa,1992,52.644,1025384.0,665.6244126
Gambia,Africa,1997,55.861000000000004,1235767.0,653.7301704
Gambia,Africa,2002,58.041000000000004,1457766.0,660.5855997
Gambia,Africa,2007,59.448,1688359.0,752.7497265
Germany,Europe,1952,67.5,69145952.0,7144.114393000001
Germany,Europe,1957,69.1,71019069.0,10187.82665
Germany,Europe,1962,70.3,73739117.0,12902.46291
Germany,Europe,1967,70.8,76368453.0,14745.62561
Germany,Europe,1972,71.0,78717088.0,18016.180269999997
Germany,Europe,1977,72.5,78160773.0,20512.92123
Germany,Europe,1982,73.8,78335266.0,22031.532740000002
Germany,Europe,1987,74.847,77718298.0,24639.18566
Germany,Europe,1992,76.07,80597764.0,26505.30317
Germany,Europe,1997,77.34,82011073.0,27788.88416
Germany,Europe,2002,78.67,82350671.0,30035.80198
Germany,Europe,2007,79.406,82400996.0,32170.37442
Ghana,Africa,1952,43.148999999999994,5581001.0,911.2989371
Ghana,Africa,1957,44.778999999999996,6391288.0,1043.5615369999998
Ghana,Africa,1962,46.452,7355248.0,1190.0411179999999
Ghana,Africa,1967,48.071999999999996,8490213.0,1125.69716
Ghana,Africa,1972,49.875,9354120.0,1178.223708
Ghana,Africa,1977,51.756,10538093.0,993.2239571
Ghana,Africa,1982,53.744,11400338.0,876.032569
Ghana,Africa,1987,55.729,14168101.0,847.0061135
Ghana,Africa,1992,57.501000000000005,16278738.0,925.0601539999999
Ghana,Africa,1997,58.556000000000004,18418288.0,1005.2458119999999
Ghana,Africa,2002,58.453,20550751.0,1111.9845779999998
Ghana,Africa,2007,60.022,22873338.0,1327.60891
Greece,Europe,1952,65.86,7733250.0,3530.690067
Greece,Europe,1957,67.86,8096218.0,4916.299889
Greece,Europe,1962,69.51,8448233.0,6017.190732999999
Greece,Europe,1967,71.0,8716441.0,8513.097016
Greece,Europe,1972,72.34,8888628.0,12724.82957
Greece,Europe,1977,73.68,9308479.0,14195.524280000001
Greece,Europe,1982,75.24,9786480.0,15268.420890000001
Greece,Europe,1987,76.67,9974490.0,16120.528390000001
Greece,Europe,1992,77.03,10325429.0,17541.49634
Greece,Europe,1997,77.869,10502372.0,18747.69814
Greece,Europe,2002,78.256,10603863.0,22514.2548
Greece,Europe,2007,79.483,10706290.0,27538.41188
Guatemala,Americas,1952,42.023,3146381.0,2428.2377690000003
Guatemala,Americas,1957,44.141999999999996,3640876.0,2617.155967
Guatemala,Americas,1962,46.95399999999999,4208858.0,2750.364446
Guatemala,Americas,1967,50.016000000000005,4690773.0,3242.5311469999997
Guatemala,Americas,1972,53.738,5149581.0,4031.4082710000002
Guatemala,Americas,1977,56.028999999999996,5703430.0,4879.992748
Guatemala,Americas,1982,58.137,6395630.0,4820.49479
Guatemala,Americas,1987,60.782,7326406.0,4246.485974
Guatemala,Americas,1992,63.373000000000005,8486949.0,4439.4508399999995
Guatemala,Americas,1997,66.322,9803875.0,4684.313807
Guatemala,Americas,2002,68.97800000000001,11178650.0,4858.347495
Guatemala,Americas,2007,70.259,12572928.0,5186.050003
Guinea,Africa,1952,33.609,2664249.0,510.19649230000005
Guinea,Africa,1957,34.558,2876726.0,576.2670245
Guinea,Africa,1962,35.753,3140003.0,686.3736739
Guinea,Africa,1967,37.196999999999996,3451418.0,708.7595409
Guinea,Africa,1972,38.842,3811387.0,741.6662307
Guinea,Africa,1977,40.762,4227026.0,874.6858642999999
Guinea,Africa,1982,42.891000000000005,4710497.0,857.2503577
Guinea,Africa,1987,45.552,5650262.0,805.5724717999999
Guinea,Africa,1992,48.576,6990574.0,794.3484384
Guinea,Africa,1997,51.455,8048834.0,869.4497667999999
Guinea,Africa,2002,53.676,8807818.0,945.5835837000001
Guinea,Africa,2007,56.007,9947814.0,942.6542111
Guinea-Bissau,Africa,1952,32.5,580653.0,299.850319
Guinea-Bissau,Africa,1957,33.489000000000004,601095.0,431.7904566000001
Guinea-Bissau,Africa,1962,34.488,627820.0,522.0343725
Guinea-Bissau,Africa,1967,35.492,601287.0,715.5806402000001
Guinea-Bissau,Africa,1972,36.486,625361.0,820.2245876000001
Guinea-Bissau,Africa,1977,37.465,745228.0,764.7259627999999
Guinea-Bissau,Africa,1982,39.327,825987.0,838.1239671
Guinea-Bissau,Africa,1987,41.245,927524.0,736.4153921
Guinea-Bissau,Africa,1992,43.266000000000005,1050938.0,745.5398706
Guinea-Bissau,Africa,1997,44.873000000000005,1193708.0,796.6644681
Guinea-Bissau,Africa,2002,45.504,1332459.0,575.7047176
Guinea-Bissau,Africa,2007,46.388000000000005,1472041.0,579.2317429999999
Haiti,Americas,1952,37.579,3201488.0,1840.366939
Haiti,Americas,1957,40.696,3507701.0,1726.887882
Haiti,Americas,1962,43.59,3880130.0,1796.589032
Haiti,Americas,1967,46.243,4318137.0,1452.057666
Haiti,Americas,1972,48.042,4698301.0,1654.456946
Haiti,Americas,1977,49.923,4908554.0,1874.2989309999998
Haiti,Americas,1982,51.461000000000006,5198399.0,2011.1595489999997
Haiti,Americas,1987,53.636,5756203.0,1823.015995
Haiti,Americas,1992,55.089,6326682.0,1456.309517
Haiti,Americas,1997,56.67100000000001,6913545.0,1341.7269310000001
Haiti,Americas,2002,58.137,7607651.0,1270.364932
Haiti,Americas,2007,60.916000000000004,8502814.0,1201.637154
Honduras,Americas,1952,41.912,1517453.0,2194.926204
Honduras,Americas,1957,44.665,1770390.0,2220.487682
Honduras,Americas,1962,48.041000000000004,2090162.0,2291.1568350000002
Honduras,Americas,1967,50.924,2500689.0,2538.269358
Honduras,Americas,1972,53.88399999999999,2965146.0,2529.842345
Honduras,Americas,1977,57.402,3055235.0,3203.208066
Honduras,Americas,1982,60.909,3669448.0,3121.7607940000003
Honduras,Americas,1987,64.492,4372203.0,3023.0966989999997
Honduras,Americas,1992,66.399,5077347.0,3081.694603
Honduras,Americas,1997,67.65899999999999,5867957.0,3160.454906
Honduras,Americas,2002,68.565,6677328.0,3099.72866
Honduras,Americas,2007,70.19800000000001,7483763.0,3548.3308460000003
"Hong Kong, China",Asia,1952,60.96,2125900.0,3054.421209
"Hong Kong, China",Asia,1957,64.75,2736300.0,3629.076457
"Hong Kong, China",Asia,1962,67.65,3305200.0,4692.648271999999
"Hong Kong, China",Asia,1967,70.0,3722800.0,6197.962814
"Hong Kong, China",Asia,1972,72.0,4115700.0,8315.928145
"Hong Kong, China",Asia,1977,73.6,4583700.0,11186.14125
"Hong Kong, China",Asia,1982,75.45,5264500.0,14560.530509999999
"Hong Kong, China",Asia,1987,76.2,5584510.0,20038.472690000002
"Hong Kong, China",Asia,1992,77.601,5829696.0,24757.60301
"Hong Kong, China",Asia,1997,80.0,6495918.0,28377.632189999997
"Hong Kong, China",Asia,2002,81.495,6762476.0,30209.015160000003
"Hong Kong, China",Asia,2007,82.208,6980412.0,39724.97867
Hungary,Europe,1952,64.03,9504000.0,5263.6738159999995
Hungary,Europe,1957,66.41,9839000.0,6040.180011
Hungary,Europe,1962,67.96,10063000.0,7550.359877
Hungary,Europe,1967,69.5,10223422.0,9326.64467
Hungary,Europe,1972,69.76,10394091.0,10168.65611
Hungary,Europe,1977,69.95,10637171.0,11674.837370000001
Hungary,Europe,1982,69.39,10705535.0,12545.99066
Hungary,Europe,1987,69.58,10612740.0,12986.47998
Hungary,Europe,1992,69.17,10348684.0,10535.62855
Hungary,Europe,1997,71.04,10244684.0,11712.7768
Hungary,Europe,2002,72.59,10083313.0,14843.93556
Hungary,Europe,2007,73.33800000000001,9956108.0,18008.94444
Iceland,Europe,1952,72.49,147962.0,7267.688428
Iceland,Europe,1957,73.47,165110.0,9244.001412
Iceland,Europe,1962,73.68,182053.0,10350.15906
Iceland,Europe,1967,73.73,198676.0,13319.89568
Iceland,Europe,1972,74.46,209275.0,15798.063619999999
Iceland,Europe,1977,76.11,221823.0,19654.96247
Iceland,Europe,1982,76.99,233997.0,23269.6075
Iceland,Europe,1987,77.23,244676.0,26923.206280000002
Iceland,Europe,1992,78.77,259012.0,25144.39201
Iceland,Europe,1997,78.95,271192.0,28061.099660000003
Iceland,Europe,2002,80.5,288030.0,31163.201960000002
Iceland,Europe,2007,81.757,301931.0,36180.789189999996
India,Asia,1952,37.373000000000005,372000000.0,546.5657493
India,Asia,1957,40.249,409000000.0,590.061996
India,Asia,1962,43.605,454000000.0,658.3471509
India,Asia,1967,47.193000000000005,506000000.0,700.7706107000001
India,Asia,1972,50.651,567000000.0,724.032527
India,Asia,1977,54.208,634000000.0,813.3373230000001
India,Asia,1982,56.596000000000004,708000000.0,855.7235377000001
India,Asia,1987,58.553000000000004,788000000.0,976.5126756000001
India,Asia,1992,60.223,872000000.0,1164.406809
India,Asia,1997,61.765,959000000.0,1458.817442
India,Asia,2002,62.879,1034172547.0,1746.769454
India,Asia,2007,64.69800000000001,1110396331.0,2452.210407
Indonesia,Asia,1952,37.468,82052000.0,749.6816546
Indonesia,Asia,1957,39.918,90124000.0,858.9002707000001
Indonesia,Asia,1962,42.518,99028000.0,849.2897700999999
Indonesia,Asia,1967,45.964,109343000.0,762.4317721
Indonesia,Asia,1972,49.203,121282000.0,1111.107907
Indonesia,Asia,1977,52.702,136725000.0,1382.702056
Indonesia,Asia,1982,56.159,153343000.0,1516.872988
Indonesia,Asia,1987,60.137,169276000.0,1748.356961
Indonesia,Asia,1992,62.681000000000004,184816000.0,2383.140898
Indonesia,Asia,1997,66.041,199278000.0,3119.335603
Indonesia,Asia,2002,68.58800000000001,211060000.0,2873.91287
Indonesia,Asia,2007,70.65,223547000.0,3540.6515640000002
Iran,Asia,1952,44.869,17272000.0,3035.326002
Iran,Asia,1957,47.181000000000004,19792000.0,3290.257643
Iran,Asia,1962,49.325,22874000.0,4187.329802
Iran,Asia,1967,52.468999999999994,26538000.0,5906.731804999999
Iran,Asia,1972,55.233999999999995,30614000.0,9613.818607
Iran,Asia,1977,57.702,35480679.0,11888.59508
Iran,Asia,1982,59.62,43072751.0,7608.334602
Iran,Asia,1987,63.04,51889696.0,6642.881371
Iran,Asia,1992,65.742,60397973.0,7235.653187999999
Iran,Asia,1997,68.042,63327987.0,8263.590301
Iran,Asia,2002,69.45100000000001,66907826.0,9240.761975
Iran,Asia,2007,70.964,69453570.0,11605.71449
Iraq,Asia,1952,45.32,5441766.0,4129.766056
Iraq,Asia,1957,48.437,6248643.0,6229.333562
Iraq,Asia,1962,51.457,7240260.0,8341.737815
Iraq,Asia,1967,54.458999999999996,8519282.0,8931.459811
Iraq,Asia,1972,56.95,10061506.0,9576.037596
Iraq,Asia,1977,60.413000000000004,11882916.0,14688.235069999999
Iraq,Asia,1982,62.038000000000004,14173318.0,14517.90711
Iraq,Asia,1987,65.044,16543189.0,11643.57268
Iraq,Asia,1992,59.461000000000006,17861905.0,3745.6406869999996
Iraq,Asia,1997,58.81100000000001,20775703.0,3076.239795
Iraq,Asia,2002,57.04600000000001,24001816.0,4390.717312
Iraq,Asia,2007,59.545,27499638.0,4471.061906
Ireland,Europe,1952,66.91,2952156.0,5210.280328
Ireland,Europe,1957,68.9,2878220.0,5599.077872
Ireland,Europe,1962,70.29,2830000.0,6631.597314
Ireland,Europe,1967,71.08,2900100.0,7655.568963
Ireland,Europe,1972,71.28,3024400.0,9530.772895999999
Ireland,Europe,1977,72.03,3271900.0,11150.98113
Ireland,Europe,1982,73.1,3480000.0,12618.321409999999
Ireland,Europe,1987,74.36,3539900.0,13872.86652
Ireland,Europe,1992,75.467,3557761.0,17558.81555
Ireland,Europe,1997,76.122,3667233.0,24521.94713
Ireland,Europe,2002,77.783,3879155.0,34077.04939
Ireland,Europe,2007,78.885,4109086.0,40675.99635
Israel,Asia,1952,65.39,1620914.0,4086.522128
Israel,Asia,1957,67.84,1944401.0,5385.278451
Israel,Asia,1962,69.39,2310904.0,7105.630706
Israel,Asia,1967,70.75,2693585.0,8393.741404
Israel,Asia,1972,71.63,3095893.0,12786.93223
Israel,Asia,1977,73.06,3495918.0,13306.619209999999
Israel,Asia,1982,74.45,3858421.0,15367.0292
Israel,Asia,1987,75.6,4203148.0,17122.47986
Israel,Asia,1992,76.93,4936550.0,18051.52254
Israel,Asia,1997,78.26899999999999,5531387.0,20896.60924
Israel,Asia,2002,79.696,6029529.0,21905.59514
Israel,Asia,2007,80.745,6426679.0,25523.2771
Italy,Europe,1952,65.94,47666000.0,4931.404154999999
Italy,Europe,1957,67.81,49182000.0,6248.656232
Italy,Europe,1962,69.24,50843200.0,8243.58234
Italy,Europe,1967,71.06,52667100.0,10022.40131
Italy,Europe,1972,72.19,54365564.0,12269.27378
Italy,Europe,1977,73.48,56059245.0,14255.98475
Italy,Europe,1982,74.98,56535636.0,16537.4835
Italy,Europe,1987,76.42,56729703.0,19207.234819999998
Italy,Europe,1992,77.44,56840847.0,22013.64486
Italy,Europe,1997,78.82,57479469.0,24675.02446
Italy,Europe,2002,80.24,57926999.0,27968.098169999997
Italy,Europe,2007,80.546,58147733.0,28569.7197
Jamaica,Americas,1952,58.53,1426095.0,2898.5308809999997
Jamaica,Americas,1957,62.61,1535090.0,4756.525781
Jamaica,Americas,1962,65.61,1665128.0,5246.107524
Jamaica,Americas,1967,67.51,1861096.0,6124.703450999999
Jamaica,Americas,1972,69.0,1997616.0,7433.889293000001
Jamaica,Americas,1977,70.11,2156814.0,6650.195573
Jamaica,Americas,1982,71.21,2298309.0,6068.05135
Jamaica,Americas,1987,71.77,2326606.0,6351.237495
Jamaica,Americas,1992,71.766,2378618.0,7404.923685
Jamaica,Americas,1997,72.262,2531311.0,7121.924704000001
Jamaica,Americas,2002,72.047,2664659.0,6994.774861
Jamaica,Americas,2007,72.567,2780132.0,7320.880262000001
Japan,Asia,1952,63.03,86459025.0,3216.956347
Japan,Asia,1957,65.5,91563009.0,4317.694365
Japan,Asia,1962,68.73,95831757.0,6576.649461
Japan,Asia,1967,71.43,100825279.0,9847.788606999999
Japan,Asia,1972,73.42,107188273.0,14778.78636
Japan,Asia,1977,75.38,113872473.0,16610.37701
Japan,Asia,1982,77.11,118454974.0,19384.10571
Japan,Asia,1987,78.67,122091325.0,22375.941890000002
Japan,Asia,1992,79.36,124329269.0,26824.895109999998
Japan,Asia,1997,80.69,125956499.0,28816.58499
Japan,Asia,2002,82.0,127065841.0,28604.5919
Japan,Asia,2007,82.603,127467972.0,31656.06806
Jordan,Asia,1952,43.158,607914.0,1546.907807
Jordan,Asia,1957,45.669,746559.0,1886.080591
Jordan,Asia,1962,48.126000000000005,933559.0,2348.009158
Jordan,Asia,1967,51.629,1255058.0,2741.796252
Jordan,Asia,1972,56.528,1613551.0,2110.856309
Jordan,Asia,1977,61.13399999999999,1937652.0,2852.351568
Jordan,Asia,1982,63.739,2347031.0,4161.415959
Jordan,Asia,1987,65.869,2820042.0,4448.679912
Jordan,Asia,1992,68.015,3867409.0,3431.5936469999997
Jordan,Asia,1997,69.77199999999999,4526235.0,3645.379572
Jordan,Asia,2002,71.263,5307470.0,3844.9171939999997
Jordan,Asia,2007,72.535,6053193.0,4519.461171
Kenya,Africa,1952,42.27,6464046.0,853.5409189999999
Kenya,Africa,1957,44.68600000000001,7454779.0,944.4383152
Kenya,Africa,1962,47.949,8678557.0,896.9663732
Kenya,Africa,1967,50.653999999999996,10191512.0,1056.736457
Kenya,Africa,1972,53.559,12044785.0,1222.359968
Kenya,Africa,1977,56.155,14500404.0,1267.613204
Kenya,Africa,1982,58.766000000000005,17661452.0,1348.225791
Kenya,Africa,1987,59.339,21198082.0,1361.936856
Kenya,Africa,1992,59.285,25020539.0,1341.9217210000002
Kenya,Africa,1997,54.407,28263827.0,1360.4850210000002
Kenya,Africa,2002,50.992,31386842.0,1287.514732
Kenya,Africa,2007,54.11,35610177.0,1463.249282
"Korea, Dem. Rep.",Asia,1952,50.056000000000004,8865488.0,1088.277758
"Korea, Dem. Rep.",Asia,1957,54.081,9411381.0,1571.134655
"Korea, Dem. Rep.",Asia,1962,56.656000000000006,10917494.0,1621.693598
"Korea, Dem. Rep.",Asia,1967,59.942,12617009.0,2143.540609
"Korea, Dem. Rep.",Asia,1972,63.983000000000004,14781241.0,3701.6215030000003
"Korea, Dem. Rep.",Asia,1977,67.15899999999999,16325320.0,4106.301249
"Korea, Dem. Rep.",Asia,1982,69.1,17647518.0,4106.525293
"Korea, Dem. Rep.",Asia,1987,70.64699999999999,19067554.0,4106.4923149999995
"Korea, Dem. Rep.",Asia,1992,69.97800000000001,20711375.0,3726.063507
"Korea, Dem. Rep.",Asia,1997,67.727,21585105.0,1690.756814
"Korea, Dem. Rep.",Asia,2002,66.66199999999999,22215365.0,1646.758151
"Korea, Dem. Rep.",Asia,2007,67.297,23301725.0,1593.06548
"Korea, Rep.",Asia,1952,47.453,20947571.0,1030.592226
"Korea, Rep.",Asia,1957,52.681000000000004,22611552.0,1487.593537
"Korea, Rep.",Asia,1962,55.292,26420307.0,1536.3443869999999
"Korea, Rep.",Asia,1967,57.716,30131000.0,2029.2281420000002
"Korea, Rep.",Asia,1972,62.611999999999995,33505000.0,3030.87665
"Korea, Rep.",Asia,1977,64.766,36436000.0,4657.22102
"Korea, Rep.",Asia,1982,67.123,39326000.0,5622.942464
"Korea, Rep.",Asia,1987,69.81,41622000.0,8533.088805
"Korea, Rep.",Asia,1992,72.244,43805450.0,12104.27872
"Korea, Rep.",Asia,1997,74.64699999999999,46173816.0,15993.52796
"Korea, Rep.",Asia,2002,77.045,47969150.0,19233.98818
"Korea, Rep.",Asia,2007,78.623,49044790.0,23348.139730000003
Kuwait,Asia,1952,55.565,160000.0,108382.3529
Kuwait,Asia,1957,58.033,212846.0,113523.1329
Kuwait,Asia,1962,60.47,358266.0,95458.11176
Kuwait,Asia,1967,64.624,575003.0,80894.88326
Kuwait,Asia,1972,67.712,841934.0,109347.867
Kuwait,Asia,1977,69.343,1140357.0,59265.477139999995
Kuwait,Asia,1982,71.309,1497494.0,31354.03573
Kuwait,Asia,1987,74.17399999999999,1891487.0,28118.42998
Kuwait,Asia,1992,75.19,1418095.0,34932.91959
Kuwait,Asia,1997,76.156,1765345.0,40300.61996
Kuwait,Asia,2002,76.904,2111561.0,35110.10566
Kuwait,Asia,2007,77.58800000000001,2505559.0,47306.98978
Lebanon,Asia,1952,55.928000000000004,1439529.0,4834.804067
Lebanon,Asia,1957,59.489,1647412.0,6089.786934000001
Lebanon,Asia,1962,62.093999999999994,1886848.0,5714.560611
Lebanon,Asia,1967,63.87,2186894.0,6006.983042
Lebanon,Asia,1972,65.421,2680018.0,7486.384341
Lebanon,Asia,1977,66.09899999999999,3115787.0,8659.696836
Lebanon,Asia,1982,66.983,3086876.0,7640.519520999999
Lebanon,Asia,1987,67.926,3089353.0,5377.091329
Lebanon,Asia,1992,69.292,3219994.0,6890.806854
Lebanon,Asia,1997,70.265,3430388.0,8754.96385
Lebanon,Asia,2002,71.028,3677780.0,9313.93883
Lebanon,Asia,2007,71.993,3921278.0,10461.05868
Lesotho,Africa,1952,42.138000000000005,748747.0,298.8462121
Lesotho,Africa,1957,45.047,813338.0,335.99711510000003
Lesotho,Africa,1962,47.747,893143.0,411.80062660000004
Lesotho,Africa,1967,48.492,996380.0,498.63902649999994
Lesotho,Africa,1972,49.766999999999996,1116779.0,496.58159220000005
Lesotho,Africa,1977,52.208,1251524.0,745.3695408
Lesotho,Africa,1982,55.078,1411807.0,797.2631074
Lesotho,Africa,1987,57.18,1599200.0,773.9932140999999
Lesotho,Africa,1992,59.685,1803195.0,977.4862724999999
Lesotho,Africa,1997,55.558,1982823.0,1186.147994
Lesotho,Africa,2002,44.593,2046772.0,1275.184575
Lesotho,Africa,2007,42.592,2012649.0,1569.331442
Liberia,Africa,1952,38.48,863308.0,575.5729961000001
Liberia,Africa,1957,39.486,975950.0,620.9699901
Liberia,Africa,1962,40.501999999999995,1112796.0,634.1951625
Liberia,Africa,1967,41.536,1279406.0,713.6036482999999
Liberia,Africa,1972,42.614,1482628.0,803.0054535
Liberia,Africa,1977,43.763999999999996,1703617.0,640.3224382999999
Liberia,Africa,1982,44.852,1956875.0,572.1995694
Liberia,Africa,1987,46.027,2269414.0,506.1138573
Liberia,Africa,1992,40.802,1912974.0,636.6229191000001
Liberia,Africa,1997,42.221000000000004,2200725.0,609.1739508
Liberia,Africa,2002,43.753,2814651.0,531.4823679
Liberia,Africa,2007,45.678000000000004,3193942.0,414.5073415
Libya,Africa,1952,42.723,1019729.0,2387.54806
Libya,Africa,1957,45.288999999999994,1201578.0,3448.284395
Libya,Africa,1962,47.808,1441863.0,6757.0308159999995
Libya,Africa,1967,50.227,1759224.0,18772.75169
Libya,Africa,1972,52.773,2183877.0,21011.497209999998
Libya,Africa,1977,57.442,2721783.0,21951.21176
Libya,Africa,1982,62.155,3344074.0,17364.275380000003
Libya,Africa,1987,66.234,3799845.0,11770.5898
Libya,Africa,1992,68.755,4364501.0,9640.138501000001
Libya,Africa,1997,71.555,4759670.0,9467.446056
Libya,Africa,2002,72.737,5368585.0,9534.677467
Libya,Africa,2007,73.952,6036914.0,12057.49928
Madagascar,Africa,1952,36.681,4762912.0,1443.011715
Madagascar,Africa,1957,38.865,5181679.0,1589.20275
Madagascar,Africa,1962,40.848,5703324.0,1643.38711
Madagascar,Africa,1967,42.881,6334556.0,1634.047282
Madagascar,Africa,1972,44.851000000000006,7082430.0,1748.562982
Madagascar,Africa,1977,46.881,8007166.0,1544.228586
Madagascar,Africa,1982,48.968999999999994,9171477.0,1302.878658
Madagascar,Africa,1987,49.35,10568642.0,1155.4419480000001
Madagascar,Africa,1992,52.214,12210395.0,1040.6761900000001
Madagascar,Africa,1997,54.978,14165114.0,986.2958956
Madagascar,Africa,2002,57.286,16473477.0,894.6370822
Madagascar,Africa,2007,59.443000000000005,19167654.0,1044.770126
